"REGION","YEAR","ANALYSIS_STRATUM","STRAT","PROT","DEPTH_M","cover_group","n","avcvr","Var","SE","CV_perc"
"SEFCRI",2016,"MIDR0 / PROT = 0","MIDR0","0",13.33499957328,"OTHER",8,6.25,3.8125,1.95256241897666,31.2409987036266
"SEFCRI",2016,"MIDR0 / PROT = 0","MIDR0","0",13.33499957328,"RAMICRUSTA SPP.",8,0,1.25e-09,3.53553390593274e-05,NA
"SEFCRI",2016,"MIDR0 / PROT = 0","MIDR0","0",13.33499957328,"SOFT CORALS",8,7.75,5.27678571428571,2.29712553298371,29.6403294578544
"SEFCRI",2016,"MIDR0 / PROT = 0","MIDR0","0",13.33499957328,"SPONGES",8,13.625,4.21205357142857,2.05232881659557,15.0629637915271
"SEFCRI",2016,"MIDR0 / PROT = 0","MIDR0","0",13.33499957328,"TURF ALGAE",8,48.125,54.8727678571429,7.40761553113705,15.3924478569082
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"CCA",5,1,1,1,100
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"HARD CORALS",5,0.8,0.14,0.374165738677394,46.7707173346743
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"MACROALGAE",5,17.4,25.56,5.05568986390582,29.0556888730219
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"OTHER",5,6.8,15.94,3.99249295553543,58.7131316990504
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"RAMICRUSTA SPP.",5,0,2e-09,4.47213595499958e-05,NA
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"SOFT CORALS",5,12.2,15.64,3.95474398665704,32.415934316861
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"SPONGES",5,6.8,3.94,1.98494332412792,29.1903430018812
"SEFCRI",2016,"MIDR1 / PROT = 0","MIDR1","0",16.0934394850099,"TURF ALGAE",5,55,130.3,11.4149025401008,20.7543682547288
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"CCA",18,1.16666666666667,0.426470588235294,0.653047156211015,55.9754705323727
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"HARD CORALS",18,2.00617283950617,1.18304463989528,1.08767855540839,54.216592608049
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"MACROALGAE",18,15.2783389450056,14.2330809396015,3.77267556776374,24.6929694474216
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"OTHER",18,11.1762065095398,19.5768993975019,4.42457900793984,39.5892739111709
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"RAMICRUSTA SPP.",18,0,5.55555555555556e-10,2.35702260395516e-05,NA
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"SOFT CORALS",18,5.44444444444445,1.90994916485113,1.38200910447476,25.3838406944343
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"SPONGES",18,6.22222222222222,1.48729121278141,1.21954549434673,19.599838302001
"SEFCRI",2016,"NEAR0 / PROT = 0","NEAR0","0",7.61153308976427,"TURF ALGAE",18,58.705948372615,20.328428464275,4.50870585248971,7.6801516327993
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"CCA",2,0,5e-09,7.07106781186548e-05,NA
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"HARD CORALS",2,7,9,3,42.8571428571429
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"MACROALGAE",2,17,4,2,11.7647058823529
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"OTHER",2,6.5,20.25,4.5,69.2307692307692
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"RAMICRUSTA SPP.",2,0,5e-09,7.07106781186548e-05,NA
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"SOFT CORALS",2,11,16,4,36.3636363636364
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"SPONGES",2,16.5,132.25,11.5,69.6969696969697
"SEFCRI",2016,"NEAR1 / PROT = 0","NEAR1","0",11.2013996415552,"TURF ALGAE",2,42,36,6,14.2857142857143
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"CCA",4,0,2.5e-09,5e-05,NA
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"HARD CORALS",4,3.5,6.41666666666667,2.53311402559511,72.3746864455746
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"MACROALGAE",4,13.5,83.4166666666667,9.13327250588017,67.6538704139272
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"OTHER",4,22.5,162.416666666667,12.7442797625706,56.6412433892027
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"RAMICRUSTA SPP.",4,0,2.5e-09,5e-05,NA
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"SOFT CORALS",4,16,54.5,7.3824115301167,46.1400720632294
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"SPONGES",4,14,9.16666666666667,3.02765035409749,21.6260739578392
"SEFCRI",2016,"OFFR0 / PROT = 0","OFFR0","0",23.812499238,"TURF ALGAE",4,30.5,21.4166666666667,4.62781445897161,15.1731621605626
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"CCA",24,1.04166666666667,0.284344806763285,0.533239914825667,51.1910318232641
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"HARD CORALS",24,1.875,0.160552536231884,0.400690075035412,21.370137335222
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"MACROALGAE",24,21.625,16.9775815217391,4.12038608891681,19.0538085036615
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"OTHER",24,10.5,6.69927536231884,2.58829584134404,24.6504365842289
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"RAMICRUSTA SPP.",24,0,4.16666666666667e-10,2.04124145231932e-05,NA
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"SOFT CORALS",24,18.9166666666667,8.19535024154589,2.86275221448624,15.1334918827467
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"SPONGES",24,14.75,4.16757246376812,2.04146331433316,13.8404292497163
"SEFCRI",2016,"OFFR1 / PROT = 0","OFFR1","0",19.3166993818656,"TURF ALGAE",24,31.2916666666667,17.2915911835749,4.15831590714016,13.2888923796756
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"CCA",13,0.230769230769231,0.014792899408284,0.12162606385263,52.704627669473
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"HARD CORALS",13,0.538461538461538,0.0463510848126233,0.215293020817265,39.9829895803492
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"MACROALGAE",13,33.4565756823821,21.2059799641645,4.60499511011299,13.7640957455725
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"OTHER",13,36.5434243176179,55.4102810394334,7.44380823499863,20.3697611102359
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"RAMICRUSTA SPP.",13,0,7.69230769230769e-10,2.77350098112615e-05,NA
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"SOFT CORALS",13,1.53846153846154,0.520710059171598,0.72160242458822,46.9041575982343
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"SPONGES",13,4.46153846153846,2.23865877712032,1.49621481650207,33.5358493353912
"SEFCRI",2018,"DPRC0 / PROT = 0","DPRC0","0",25.145999195328,"TURF ALGAE",13,23.2307692307692,26.9891518737673,5.19510845640082,22.3630496467585
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"CCA",7,1.14285714285714,0.401360544217687,0.633530223602384,55.4338945652086
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"HARD CORALS",7,1.71428571428571,0.414965986394558,0.644178536117556,37.5770812735241
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"MACROALGAE",7,16.8571428571429,11.8299319727891,3.4394668151894,20.4036167002761
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"OTHER",7,28.4285714285714,60.2312925170068,7.76088219966047,27.2995856269464
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"RAMICRUSTA SPP.",7,0,1.42857142857143e-09,3.77964473009227e-05,NA
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"SOFT CORALS",7,3.57142857142857,1.61224489795918,1.26974205961651,35.5527776692624
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"SPONGES",7,8.42857142857143,2.18367346938776,1.47772577611266,17.5323397165908
"SEFCRI",2018,"DPRC1 / PROT = 0","DPRC1","0",23.9703420900919,"TURF ALGAE",7,39.8571428571429,32.8299319727891,5.72974100398867,14.3756942752404
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"CCA",4,1.5,0.0833333333333333,0.288675134594813,19.2450089729875
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"HARD CORALS",4,2.5,0.416666666666667,0.645497224367903,25.8198889747161
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"MACROALGAE",4,36.75,20.3958333333333,4.51617463494641,12.2889105712827
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"OTHER",4,14.25,21.0625,4.58938993767145,32.2062451766418
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"RAMICRUSTA SPP.",4,0,2.5e-09,5e-05,NA
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"SOFT CORALS",4,8.5,6.41666666666667,2.53311402559511,29.8013414775895
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"SPONGES",4,7.75,1.39583333333333,1.18145390656315,15.2445665362987
"SEFCRI",2018,"INNR0 / PROT = 0","INNR0","0",8.91539971470721,"TURF ALGAE",4,28.75,49.5625,7.04006392016436,24.4871788527456
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"CCA",5,0.8,0.34,0.58309518948453,72.8868986855663
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"HARD CORALS",5,1.8,0.24,0.489897948556636,27.2165526975909
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"MACROALGAE",5,35,12.4,3.5213633723318,10.0610382066623
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"OTHER",5,7.4,4.06,2.01494416796099,27.2289752427161
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"RAMICRUSTA SPP.",5,0,2e-09,4.47213595499958e-05,NA
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"SOFT CORALS",5,11,7.8,2.79284800875379,25.3895273523072
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"SPONGES",5,7.4,2.66,1.63095064303001,22.0398735544596
"SEFCRI",2018,"INNR1 / PROT = 0","INNR1","0",9.23543970446593,"TURF ALGAE",5,36.6,48.66,6.97567201063811,19.05921314382
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"CCA",4,1.25,0.395833333333333,0.629152869605896,50.3322295684717
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"HARD CORALS",4,0.25,0.0625,0.25,100
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"MACROALGAE",4,9.25,4.39583333333333,2.09662427090152,22.6662083340705
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"OTHER",4,22.5,35.75,5.9791303715507,26.5739127624475
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"RAMICRUSTA SPP.",4,0,2.5e-09,5e-05,NA
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"SOFT CORALS",4,11,11.3333333333333,3.36650164612069,30.604560419279
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"SPONGES",4,9,9,3,33.3333333333333
"SEFCRI",2018,"MIDR0 / PROT = 0","MIDR0","0",15.811499494032,"TURF ALGAE",4,46.75,9.5625,3.09232921921325,6.61460795553635
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"CCA",4,3,5.5,2.34520787991171,78.1735959970572
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"HARD CORALS",4,1,0.333333333333333,0.577350269189626,57.7350269189626
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"MACROALGAE",4,23,57.5,7.58287544405155,32.9690236697894
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"OTHER",4,19.75,22.7291666666667,4.76751158012927,24.139299139895
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"RAMICRUSTA SPP.",4,0,2.5e-09,5e-05,NA
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"SOFT CORALS",4,10,8.83333333333333,2.97209241668783,29.7209241668783
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"SPONGES",4,14.25,10.2291666666667,3.19830684373258,22.4442585525093
"SEFCRI",2018,"MIDR1 / PROT = 0","MIDR1","0",17.5640994379488,"TURF ALGAE",4,29,5.16666666666667,2.27303028283098,7.83803545803785
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"CCA",6,0.666666666666667,0.177777777777778,0.421637021355784,63.2455532033676
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"HARD CORALS",6,0.166666666666667,0.0277777777777778,0.166666666666667,100
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"MACROALGAE",6,27.1666666666667,67.6944444444444,8.22766336479832,30.2858774164355
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"OTHER",6,16.3333333333333,17.2444444444444,4.15264306730598,25.4243453100366
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"RAMICRUSTA SPP.",6,0,1.66666666666667e-09,4.08248290463863e-05,NA
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"SOFT CORALS",6,4.5,5.71666666666667,2.39095517872391,53.1323373049757
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"SPONGES",6,4.83333333333333,4.76111111111111,2.18199704654042,45.1447664801466
"SEFCRI",2018,"NEAR0 / PROT = 0","NEAR0","0",8.17879973827841,"TURF ALGAE",6,46.3333333333333,101.044444444444,10.0520865716748,21.6951508741182
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"CCA",7,1.14285714285714,0.210884353741497,0.459221464809188,40.181878170804
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"HARD CORALS",7,0.857142857142857,0.210884353741497,0.459221464809188,53.575837561072
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"MACROALGAE",7,35,100.142857142857,10.007140307943,28.5918294512657
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"OTHER",7,9.57142857142857,5.13605442176871,2.26628648272206,23.6776199687379
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"RAMICRUSTA SPP.",7,0,1.42857142857143e-09,3.77964473009227e-05,NA
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"SOFT CORALS",7,9.14285714285714,23.1156462585034,4.80787336132134,52.5861148894522
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"SPONGES",7,9.85714285714286,11.4489795918367,3.38363408066486,34.3267225574696
"SEFCRI",2018,"NEAR1 / PROT = 0","NEAR1","0",9.62297112063635,"TURF ALGAE",7,34.4285714285714,46.8503401360544,6.84473083006588,19.8809609172038
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"CCA",5,1,0.6,0.774596669241483,77.4596669241483
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"HARD CORALS",5,1,0.3,0.547722557505166,54.7722557505166
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"MACROALGAE",5,10.2,8.74,2.9563490998189,28.9838147041068
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"OTHER",5,29.4,160.46,12.667280686872,43.0859887308571
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"RAMICRUSTA SPP.",5,0,2e-09,4.47213595499958e-05,NA
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"SOFT CORALS",5,10.2,22.74,4.76864760702655,46.7514471277112
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"SPONGES",5,13.8,13.84,3.72021504754765,26.9580800546932
"SEFCRI",2018,"OFFR0 / PROT = 0","OFFR0","0",18.4403994099072,"TURF ALGAE",5,34.4,31.96,5.65331761004103,16.4340628198867
"SEFCRI",2018,"OFFR1 / PROT = 0","OFFR1","0",21.1766720496192,"CCA",22,0.954545454545454,0.114620228256592,0.338556093220299,35.4677811945075
"SEFCRI",2018,"OFFR1 / PROT = 0","OFFR1","0",21.1766720496192,"HARD CORALS",22,1.36363636363636,0.0586383313656041,0.242153528501247,17.7579254234248
"SEFCRI",2018,"OFFR1 / PROT = 0","OFFR1","0",21.1766720496192,"MACROALGAE",22,18,10.1385281385281,3.18410554764256,17.6894752646809
"SEFCRI",2018,"OFFR1 / PROT = 0","OFFR1","0",21.1766720496192,"OTHER",22,21.0454545454545,5.49124360487997,2.34334026655968,11.1346621737177
"SEFCRI",2018,"OFFR1 / PROT = 0","OFFR1","0",21.1766720496192,"RAMICRUSTA SPP.",22,0,4.54545454545455e-10,2.1320071635561e-05,NA
"SEFCRI",2018,"OFFR1 / PROT = 0","OFFR1","0",21.1766720496192,"SOFT CORALS",22,9.45454545454546,2.48366784730421,1.57596568722298,16.6688678456277
