REGION,SURVEY,YEAR,SUB_REGION_NAME,ADMIN,PROT,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,STRAT,HABITAT_CD,METERS_COMPLETED,SPECIES_CD,SPECIES_NAME,avg_cm2,avg_cm3,var_cm2,var_cm3,avg_maxdiam,var_maxdiam,n_colonies,DEPTH_M
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3030,25.87205,-80.11191667,NEAR0,RGSH,10,ACR CERV,Acropora cervicornis,6,11.780972450961723,NA,NA,8,NA,1,21
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3036,25.80918,-80.09967,NEAR0,RGSH,10,POR ASTR,Porites astreoides,59.1125,65.40894079544374,636.4672916666667,607.6113536666928,12.75,14.25,4,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3036,25.80918,-80.09967,NEAR0,RGSH,10,STE INTE,Stephanocoenia intersepta,178.2,181.42697574481056,NA,NA,22,NA,1,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3036,25.80918333,-80.09966667,NEAR0,RGSH,10,DIC STOK,Dichocoenia stokesii,24,36.65191429188092,NA,NA,8,NA,1,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3037,25.80663,-80.10753,NEAR0,RGSH,10,MON CAVE,Montastraea cavernosa,1737.4,2802.202472231671,NA,NA,73,NA,1,23
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3037,25.80663,-80.10753,NEAR0,RGSH,10,POR ASTR,Porites astreoides,19.25,17.18058482431918,6.125,2.6237555102722454,7,0,2,23
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3037,25.80663,-80.10753,NEAR0,RGSH,10,STE INTE,Stephanocoenia intersepta,65,85.08480103472355,NA,NA,13,NA,1,23
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3040,25.80368,-80.0914,NEAR0,RGSH,10,MON CAVE,Montastraea cavernosa,450,662.679700366597,NA,NA,50,NA,1,28
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3040,25.80368,-80.0914,NEAR0,RGSH,10,SID RADI,Siderastrea radians,9.75,11.486448139687681,NA,NA,6,NA,1,28
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3045,26.21538,-80.08393,NEAR1,RGSH,10,MON CAVE,Montastraea cavernosa,842.6681818181818,1263.4319455465225,568864.6336363635,631854.5879093936,57.27272727272727,503.6181818181818,11,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3045,26.21538,-80.08393,NEAR1,RGSH,10,POR ASTR,Porites astreoides,22.5,33.706671179140486,153,763.4950048122801,7,4,4,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3045,26.21538,-80.08393,NEAR1,RGSH,10,POR PORI,Porites porites,15.125,22.498384888989403,57.0625,219.56549938512862,7.25,7.583333333333333,4,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3045,26.21538,-80.08393,NEAR1,RGSH,10,SID SIDE,Siderastrea siderea,103.63333333333334,87.04829644321718,3126.2033333333334,1280.3926890128514,17.666666666666668,46.333333333333336,3,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3045,26.21538,-80.08393,NEAR1,RGSH,10,STE INTE,Stephanocoenia intersepta,41.5,48.36743689589285,2461.25,2792.875294020068,9,24.5,5,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3057,26.08965,-80.09368,INNR0,LIRI,10,POR ASTR,Porites astreoides,6,6.544984694978736,NA,NA,4,NA,1,42
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3057,26.08965,-80.09368,INNR0,LIRI,10,SID RADI,Siderastrea radians,14.85,13.25359400733194,NA,NA,6,NA,1,42
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3058,26.05528,-80.0981,INNR0,LIRI,10,POR ASTR,Porites astreoides,24.833333333333332,33.70667117914049,468.5833333333333,605.3914244722022,8.333333333333334,6.333333333333333,3,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3058,26.05528,-80.0981,INNR0,LIRI,10,SID SIDE,Siderastrea siderea,7.1,7.853981633974484,16.820000000000004,7.7106284383510575,6.5,4.5,2,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3058,26.05528,-80.0981,INNR0,LIRI,10,STE INTE,Stephanocoenia intersepta,97.5,112.90098598838318,NA,NA,15,NA,1,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3059,26.03543,-80.10108,INNR0,LIRI,10,POR ASTR,Porites astreoides,45.34833333333333,54.98659808408134,1424.2988166666667,1546.3217545505966,9.833333333333334,18.566666666666666,6,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3061,25.96068,-80.1022,INNR0,LIRI,10,POR ASTR,Porites astreoides,38.25,54.48699758569798,NA,NA,9,NA,1,32
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3061,25.96068,-80.1022,INNR0,LIRI,10,SID RADI,Siderastrea radians,140.7,156.5494889191964,NA,NA,21,NA,1,32
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3061,25.96068,-80.1022,INNR0,LIRI,10,SOL BOUR,Solenastrea bournoni,47.5,80.17606251348951,NA,NA,10,NA,1,32
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3061,25.96068,-80.1022,INNR0,LIRI,10,STE INTE,Stephanocoenia intersepta,35.9375,59.02758071783947,1575.0078125,5187.355401543014,12.25,120.125,2,32
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3064,25.86882,-80.10455,INNR0,LIRI,10,SID RADI,Siderastrea radians,57.5,65.31894725588779,4540.6875,5043.043360009883,17.666666666666668,258.33333333333337,3,26
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3066,25.85471667,-80.09971667,INNR1,LIRI,10,EUS FAST,Eusmilia fastigiata,15,29.45243112740431,NA,NA,6,NA,1,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3066,25.85472,-80.09972,INNR1,LIRI,10,POR PORI,Porites porites,28,23.561944901923447,NA,NA,8,NA,1,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3066,25.85472,-80.09972,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,64.675,69.822260336294,15913.928749999997,19055.3441821473,9.777777777777779,70.94444444444444,9,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3066,25.85472,-80.09972,INNR1,LIRI,10,SOL BOUR,Solenastrea bournoni,198,345.57519189487726,NA,NA,22,NA,1,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3066,25.85472,-80.09972,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,88.375,76.16725938781504,13599.5625,7599.350861964718,12.25,74.91666666666667,4,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3067,25.83123,-80.09333,INNR0,LIRI,10,SID RADI,Siderastrea radians,7.25,10.417433972841152,42.4375,70.31486280760183,6.333333333333333,2.333333333333333,3,36
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3069,26.21775,-80.08175,INNR1,LIRI,10,MON CAVE,Montastraea cavernosa,294,426.0785036431157,NA,NA,30,NA,1,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3069,26.21775,-80.08175,INNR1,LIRI,10,POR ASTR,Porites astreoides,56.3125,72.03573779910971,908.4453125,1053.2537728933526,11.75,6.125,2,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3069,26.21775,-80.08175,INNR1,LIRI,10,POR PORI,Porites porites,10,19.634954084936208,NA,NA,5,NA,1,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3069,26.21775,-80.08175,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,35.5,34.470252726888006,795.25,781.9148394150076,16,243,2,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3069,26.21775,-80.08175,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,57.975,91.04619126106671,1376.3643749999999,6344.582536758298,13.5,42.25,3,25
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3071,26.04477,-80.09837,INNR0,LIRI,10,MON CAVE,Montastraea cavernosa,12.5,14.726215563702155,NA,NA,5,NA,1,36
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3071,26.04477,-80.09837,INNR0,LIRI,10,POR ASTR,Porites astreoides,26.333333333333332,33.16125578789226,59.083333333333336,225.9999474222249,8.666666666666666,2.3333333333333335,3,36
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3071,26.04477,-80.09837,INNR0,LIRI,10,SID SIDE,Siderastrea siderea,33,32.72492347489367,288,192.76571095877648,8.5,4.5,2,36
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3071,26.04477,-80.09837,INNR0,LIRI,10,SOL BOUR,Solenastrea bournoni,112.5,250.34566458293665,NA,NA,15,NA,1,36
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3071,26.04477,-80.09837,INNR0,LIRI,10,STE INTE,Stephanocoenia intersepta,35.625,37.06097583531709,174.22916666666666,187.29509147647414,9.25,4.916666666666667,4,36
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3072,25.99623,-80.10095,INNR1,LIRI,10,SID RADI,Siderastrea radians,8,7.853981633974483,NA,NA,4,NA,1,38
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3072,25.99623,-80.10095,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,35,55.63236990731925,NA,NA,10,NA,1,38
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3072,25.99623,-80.10095,INNR1,LIRI,10,SOL BOUR,Solenastrea bournoni,38,87.04829644321718,NA,NA,9.5,NA,1,38
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3078,25.92745,-80.09992,INNR1,LIRI,10,MAD DECA,Madracis decactis,18.425,21.156663026518764,96.64249999999998,127.74904941423053,8,0.6666666666666666,4,41
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3078,25.92745,-80.09992,INNR1,LIRI,10,POR ASTR,Porites astreoides,25.536666666666665,27.224954669546545,351.43803333333335,268.4712454549282,7,9,3,41
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3078,25.92745,-80.09992,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,12.833333333333334,16.36246173744684,185.08333333333334,329.41518161622037,6,12,3,41
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3078,25.92745,-80.09992,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,21.585714285714285,27.64788534721732,208.73476190476188,670.0448399428964,7,6.333333333333333,7,41
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3078,25.92745,-80.09991667,INNR1,LIRI,10,DIC STOK,Dichocoenia stokesii,8,7.853981633974483,NA,NA,4,NA,1,41
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3083,25.83775,-80.0995,INNR1,LIRI,10,DIC STOK,Dichocoenia stokesii,121.125,237.8283813537898,NA,NA,17,NA,1,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3083,25.83775,-80.0995,INNR1,LIRI,10,MEA MEAN,Meandrina meandrites,24,26.179938779914945,NA,NA,8,NA,1,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3083,25.83775,-80.0995,INNR1,LIRI,10,MON CAVE,Montastraea cavernosa,205.8,148.16536352492864,NA,NA,21,NA,1,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3083,25.83775,-80.0995,INNR1,LIRI,10,SID SIDE,Siderastrea siderea,30.119999999999997,35.499996985564664,1785.6288,2476.086352145298,9,18,2,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3083,25.83775,-80.0995,INNR1,LIRI,10,STE INTE,Stephanocoenia intersepta,95.26666666666667,102.494460323367,3220.0133333333342,3550.607318021759,14.666666666666666,25.333333333333332,3,30
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3085,26.23083,-80.06935,NEAR1,PTCH,10,MON CAVE,Montastraea cavernosa,77,174.09659288643437,NA,NA,14,NA,1,53
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3085,26.23083,-80.06935,NEAR1,PTCH,10,POR ASTR,Porites astreoides,62.875,79.60337635267888,935.28125,1922.8513533215014,12,2,2,53
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3085,26.23083,-80.06935,NEAR1,PTCH,10,SID SIDE,Siderastrea siderea,15,17.671458676442587,NA,NA,6,NA,1,53
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3089,25.76967,-80.08827,NEAR0,APRD,10,MON CAVE,Montastraea cavernosa,65,85.08480103472355,NA,NA,13,NA,1,56
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3089,25.76967,-80.08827,NEAR0,APRD,10,SID SIDE,Siderastrea siderea,15,13.744467859455344,NA,NA,6,NA,1,56
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3089,25.76967,-80.08827,NEAR0,APRD,10,STE INTE,Stephanocoenia intersepta,23.525,24.62550491485749,168.70250000000001,172.5877816773971,7.75,6.916666666666667,4,56
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3091,26.19517,-80.0795,MIDR0,LIRM,10,MON CAVE,Montastraea cavernosa,12,11.780972450961723,NA,NA,6,NA,1,45
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3091,26.19517,-80.0795,MIDR0,LIRM,10,ORB FRAN,Orbicella franksi,669.375,938.7962421860125,NA,NA,45,NA,1,45
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3091,26.19517,-80.0795,MIDR0,LIRM,10,POR ASTR,Porites astreoides,51.7625,68.32964021557801,1804.8256249999997,3038.475944511414,11.625,51.229166666666664,4,45
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3091,26.19517,-80.0795,MIDR0,LIRM,10,POR PORI,Porites porites,52.2,102.494460323367,NA,NA,12,NA,1,45
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3091,26.19517,-80.0795,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,14.25,13.580843242080878,136.125,99.0066109896605,6.5,12.5,2,45
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3091,26.19517,-80.0795,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,9.666666666666666,13.308135546456763,22.333333333333332,112.37527001819043,4.666666666666667,1.3333333333333335,3,45
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3094,26.11138,-80.08658,MIDR0,LIRM,10,MON CAVE,Montastraea cavernosa,143,309.57777607249415,NA,NA,22,NA,1,61
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3094,26.11138,-80.08658,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,15.25,17.180584824319183,171.125,128.56402000333958,5.5,4.5,2,61
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3094,26.11138,-80.08658,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,17.166666666666668,26.070855701665298,49.08333333333333,103.486628901758,6.666666666666667,2.333333333333333,3,61
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3095,26.0635,-80.09392,MIDR0,LIRM,10,MON CAVE,Montastraea cavernosa,6,9.16297857297023,NA,NA,4,NA,1,1
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3095,26.0635,-80.09392,MIDR0,LIRM,10,ORB FRAN,Orbicella franksi,476,1044.5795573186062,NA,NA,40,NA,1,1
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3095,26.0635,-80.09392,MIDR0,LIRM,10,POR ASTR,Porites astreoides,40.63125,45.23811608860615,520.2520982142858,380.319997097066,10.125,12.982142857142858,8,1
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3095,26.0635,-80.09392,MIDR0,LIRM,10,SID RADI,Siderastrea radians,10,13.089969389957473,NA,NA,5,NA,1,1
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3095,26.0635,-80.09392,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,63.965,70.94108910887451,6932.812900000001,6973.567923803393,11.25,72.91666666666667,4,1
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3095,26.0635,-80.09392,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,9.325,9.359328113819592,4.155833333333334,3.195627119449938,5,0.6666666666666666,4,1
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3097,26.03021667,-80.09455,MIDR0,LIRM,10,EUS FAST,Eusmilia fastigiata,12,19.634954084936208,NA,NA,6,NA,1,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3097,26.03022,-80.09455,MIDR0,LIRM,10,MON CAVE,Montastraea cavernosa,3.5,9.621127501618744,NA,NA,7,NA,1,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3097,26.03022,-80.09455,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,14.0625,23.602851056267063,0.6328125,17.834174890613177,6.25,0.125,2,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3099,25.98675,-80.09298,MIDR0,LIRM,10,MON CAVE,Montastraea cavernosa,6,6.544984694978736,NA,NA,4,NA,1,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3099,25.98675,-80.09298,MIDR0,LIRM,10,POR ASTR,Porites astreoides,517.44,451.5515840759729,NA,NA,44,NA,1,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3099,25.98675,-80.09298,MIDR0,LIRM,10,SID SIDE,Siderastrea siderea,11.25,10.635600129340446,3.125,1.338650770547057,5,0,2,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3099,25.98675,-80.09298,MIDR0,LIRM,10,STE INTE,Stephanocoenia intersepta,9.25,10.112001353742146,21.125,42.58194555079374,5.5,0.5,2,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3105,25.8614,-80.09255,MIDR1,LIRM,10,MON CAVE,Montastraea cavernosa,33.75,72.15845626214056,NA,NA,15,NA,1,56
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3108,26.23311667,-80.0742,MIDR1,LIRM,10,AGA AGAR,Agaricia agaricites,12.5,11.453723216212786,NA,NA,5,NA,1,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3108,26.23312,-80.0742,MIDR1,LIRM,10,MAD DECA,Madracis decactis,46.25,77.72169325287248,903.125,6009.2033089857505,12.5,12.5,2,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3108,26.23312,-80.0742,MIDR1,LIRM,10,MON CAVE,Montastraea cavernosa,28,39.269908169872416,NA,NA,8,NA,1,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3108,26.23312,-80.0742,MIDR1,LIRM,10,SID SIDE,Siderastrea siderea,13.75,17.835083293817053,27.083333333333332,46.72783623056267,6,2,4,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3110,26.14783,-80.08213,MIDR1,LIRM,10,SID SIDE,Siderastrea siderea,15,13.744467859455344,NA,NA,6,NA,1,61
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3110,26.14783,-80.08213,MIDR1,LIRM,10,STE INTE,Stephanocoenia intersepta,6,9.16297857297023,NA,NA,4,NA,1,61
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3115,26.07167,-80.09243,MIDR1,LIRM,10,MON CAVE,Montastraea cavernosa,23.75,35.17929273551067,NA,NA,25,NA,1,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3115,26.07167,-80.09243,MIDR1,LIRM,10,POR ASTR,Porites astreoides,30,65.44984694978736,NA,NA,10,NA,1,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3115,26.07167,-80.09243,MIDR1,LIRM,10,POR PORI,Porites porites,27,29.45243112740431,NA,NA,9,NA,1,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3117,26.03328,-80.09428,MIDR1,LIRM,10,MAD DECA,Madracis decactis,32.266666666666666,39.618974020271274,585.8633333333332,593.2486125759541,11.666666666666666,9.333333333333332,3,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3117,26.03328,-80.09428,MIDR1,LIRM,10,MON CAVE,Montastraea cavernosa,55,57.59586531581287,NA,NA,11,NA,1,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3117,26.03328,-80.09428,MIDR1,LIRM,10,POR ASTR,Porites astreoides,45.4375,71.95392549042248,2169.7578125,5822.331008044307,10,50,2,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3117,26.03328,-80.09428,MIDR1,LIRM,10,SID SIDE,Siderastrea siderea,36.96666666666667,46.831547154137844,1500.4033333333336,2962.542760850089,9,39,3,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3117,26.03328,-80.09428,MIDR1,LIRM,10,STE INTE,Stephanocoenia intersepta,15,29.45243112740431,NA,NA,6,NA,1,44
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3119,26.17467,-80.07573,OFFR1,LIRO,10,MON CAVE,Montastraea cavernosa,48,62.83185307179586,NA,NA,12,NA,1,54
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3119,26.17467,-80.07573,OFFR1,LIRO,10,POR ASTR,Porites astreoides,56,78.53981633974483,NA,NA,16,NA,1,54
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3119,26.17467,-80.07573,OFFR1,LIRO,10,STE INTE,Stephanocoenia intersepta,12,19.634954084936204,8,21.418412328752936,6,2,2,54
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3120,26.09685,-80.08392,OFFR1,LIRO,10,MON CAVE,Montastraea cavernosa,34,50.06913291658733,NA,NA,10,NA,1,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3120,26.09685,-80.08392,OFFR1,LIRO,10,POR ASTR,Porites astreoides,78.9875,86.51651643675015,4181.050625,4699.759667167409,12.875,35.729166666666664,4,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3120,26.09685,-80.08392,OFFR1,LIRO,10,POR PORI,Porites porites,44,68.06784082777884,800,877.2981689857205,12,32,2,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3120,26.09685,-80.08392,OFFR1,LIRO,10,SID RADI,Siderastrea radians,66,62.83185307179586,NA,NA,12,NA,1,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3120,26.09685,-80.08392,OFFR1,LIRO,10,STE INTE,Stephanocoenia intersepta,24.370833333333334,22.4847495042082,206.36255208333333,180.34358957925423,7.333333333333333,4.333333333333333,3,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3124,26.02235,-80.08727,OFFR1,LIRO,10,MAD DECA,Madracis decactis,21.625,20.044015628372378,215.28125,75.29910584327212,6.5,4.5,2,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3124,26.02235,-80.08727,OFFR1,LIRO,10,MON CAVE,Montastraea cavernosa,171.16,387.43691400396125,28138.0368,179715.11455370783,21,181,3,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3124,26.02235,-80.08727,OFFR1,LIRO,10,POR ASTR,Porites astreoides,43.96875,64.77489540311768,440.4830729166667,1292.5582356613525,10.625,12.895833333333334,4,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3124,26.02235,-80.08727,OFFR1,LIRO,10,SID SIDE,Siderastrea siderea,36,36.32466505713198,162,325.7740515203323,9.5,0.5,2,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3124,26.02235,-80.08727,OFFR1,LIRO,10,STE INTE,Stephanocoenia intersepta,27,27.48893571891069,162,123.37005501361698,7.5,4.5,2,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3124,26.02235,-80.08726667,OFFR1,LIRO,10,COL NATA,Colpophyllia natans,136.125,143.08972789397262,NA,NA,16.5,NA,1,50
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3127,25.99412,-80.08917,OFFR0,LIRO,10,SID RADI,Siderastrea radians,165,134.17218624706408,NA,NA,20,NA,1,70
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3138,26.13005,-80.08028,OFFR1,LIRO,10,SID RADI,Siderastrea radians,13,23.561944901923447,2,30.84251375340423,6.5,0.5,2,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3138,26.13005,-80.08028,OFFR1,LIRO,10,STE INTE,Stephanocoenia intersepta,40,52.35987755982989,NA,NA,10,NA,1,57
SEFCRI,NCRMP,2016,Broward-Miami,NA,0,3139,26.09797,-80.08297,OFFR1,LIRO,10,MON CAVE,Montastraea cavernosa,24,21.762074110804296,648,317.47441674294043,7.25,21.125,2,61
