REGION,YEAR,ANALYSIS_STRATUM,STRAT,PROT,DEPTH_M,cover_group,n,avcvr,Var,SE,CV_perc
FLK,2014,HRRF / PROT = 0,HRRF,0,5.699759817607686,SOFT CORALS,5,3.4,1.06,1.0295630140987,30.28126512055
FLK,2014,HRRF / PROT = 0,HRRF,0,5.699759817607686,SPONGES,5,5.4,10.26,3.2031234756093934,59.31710140017395
FLK,2014,HRRF / PROT = 0,HRRF,0,5.699759817607686,TURF ALGAE,5,21.4,56.260000000000005,7.500666637039671,35.04984409831622
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,CCA,11,4.5,4.545454545454546,2.1320071635561044,47.37793696791343
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,HARD CORALS,11,16.272727272727273,19.574380165289256,4.424294312688664,27.18840080423201
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,MACROALGAE,11,25.636363636363633,52.186776859504135,7.224041587608984,28.17888562542512
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,OTHER,11,27.68181818181818,42.05578512396694,6.485043185975475,23.427085400896626
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,RAMICRUSTA SPP.,11,0,9.090909090909091e-10,3.015113445777636e-5,NA
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,SOFT CORALS,11,1.5454545454545459,0.6338842975206611,0.7961685107567751,51.51678599014426
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,SPONGES,11,0.909090909090909,0.11735537190082646,0.3425717032984868,37.682887362833554
FLK,2014,INPR / PROT = 0,INPR,0,2.9925817224192004,TURF ALGAE,11,23.454545454545453,17.08388429752066,4.1332655730693935,17.622450117737724
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,CCA,71,4.577464788732396,0.16686598464023594,0.408492331189015,8.923986312129248
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,HARD CORALS,71,18.605633802816904,1.3677983393317656,1.1695291100830991,6.285886965624529
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,MACROALGAE,71,13.147887323943662,3.153862612293479,1.7759117692873931,13.507202530198706
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,OTHER,71,25.26056338028169,3.3935471986850683,1.8421582990299905,7.292625549547218
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,RAMICRUSTA SPP.,71,0,1.4084507042253523e-10,1.1867816581938534e-5,NA
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,SOFT CORALS,71,7.478873239436618,0.39923909655113765,0.6318536986922982,8.448514615283086
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,SPONGES,71,8.922535211267606,0.3852764474168956,0.620706410001456,6.956614855580644
FLK,2014,MCPR / PROT = 0,MCPR,0,5.302875886645999,TURF ALGAE,71,22.007042253521128,1.4945163941394841,1.222504148925264,5.5550588527163995
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,CCA,60,4.825,0.1900882768361582,0.4359911430707718,9.036085866751748
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,HARD CORALS,60,8.166666666666668,0.9362523540489643,0.9676013404543032,11.848179679032283
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,MACROALGAE,60,19.63333333333334,3.205772128060264,1.790467013954813,9.119526386866617
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,OTHER,60,28.641666666666666,2.9945044726930314,1.7304636582988477,6.0417701191696755
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,RAMICRUSTA SPP.,60,0,1.6666666666666666e-10,1.2909944487358055e-5,NA
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,SOFT CORALS,60,4.716666666666666,0.2328201506591337,0.4825144046130993,10.22998737695617
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,SPONGES,60,7.875,0.5257944915254237,0.7251168812856474,9.207833413151079
FLK,2014,OFPR / PROT = 0,OFPR,0,5.833109813340485,TURF ALGAE,60,26.141666666666666,2.3719056026365353,1.5400992184390379,5.89135818338172
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,CCA,5,3.4,2.8599999999999994,1.6911534525287761,49.73980742731695
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,HARD CORALS,5,6,3.9,1.9748417658131499,32.914029430219166
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,MACROALGAE,5,28.6,47.06,6.860029154456998,23.986115924674817
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,OTHER,5,22.4,15.660000000000002,3.957271787481876,17.666391908401234
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,RAMICRUSTA SPP.,5,0,2e-9,4.4721359549995795e-5,NA
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,SOFT CORALS,5,4,1.7,1.3038404810405297,32.59601202601324
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,SPONGES,5,12,9.5,3.082207001484488,25.685058345704064
FLK,2016,FDLR / PROT = 0,FDLR,0,21.39695931529728,TURF ALGAE,5,23.6,20.060000000000002,4.4788391353117385,18.978131929287027
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,CCA,35,2.9714285714285715,0.2848499399759906,0.5337133500072774,17.96150697139876
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,HARD CORALS,35,5.457142857142857,0.48797118847539017,0.6985493457697818,12.800642461749929
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,MACROALGAE,35,35.82857142857143,5.461320528211285,2.336946838978432,6.5225788966702645
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,OTHER,35,13.628571428571428,2.4640096038415362,1.569716408731697,11.517835284194842
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,RAMICRUSTA SPP.,35,0,2.857142857142857e-10,1.690308509457033e-5,NA
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,SOFT CORALS,35,4.7714285714285705,0.46569027611044406,0.6824150321545123,14.30211145234008
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,SPONGES,35,6,0.373109243697479,0.6108266887567038,10.180444812611729
FLK,2016,FMLR / PROT = 0,FMLR,0,11.13826250071845,TURF ALGAE,35,31.34285714285714,3.586458583433373,1.8937947574733047,6.042189290024218
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,CCA,17,1.2941176470588236,0.43209342560553626,0.6573381364302061,50.79431054233411
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,HARD CORALS,17,1.9411764705882353,0.2608131487889273,0.5106986868878041,26.308720233614146
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,MACROALGAE,17,18.823529411764707,9.575259515570934,3.094391622851079,16.438955496396357
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,OTHER,17,25.88235294117647,47.08737024221454,6.8620237716153785,26.512364572150325
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,RAMICRUSTA SPP.,17,0,5.882352941176471e-10,2.42535625036333e-5,NA
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,SOFT CORALS,17,2.9411764705882355,0.8122837370242215,0.9012678497673272,30.643106892089122
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,SPONGES,17,2.764705882352941,2.180363321799308,1.4766053371836727,53.40912921728178
FLK,2016,FSLR / PROT = 0,FSLR,0,4.419599858572804,TURF ALGAE,17,46.35294117647059,28.26427335640139,5.3164154612296235,11.469424218388783
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,CCA,11,7.644628099173555,4.352735468888737,2.086321036870581,27.291334644469217
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,HARD CORALS,11,10.980716253443529,6.694586738914319,2.5873899472082518,23.563034391284376
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,MACROALGAE,11,25.247933884297527,8.449900963048968,2.906871335826367,11.51330381783929
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,OTHER,11,19.5068870523416,20.26079123314285,4.5011988662069635,23.074921457889104
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,RAMICRUSTA SPP.,11,0,9.090909090909091e-10,3.015113445777636e-5,NA
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,SOFT CORALS,11,3,0.6727272727272727,0.8201995322647244,27.339984408824147
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,SPONGES,11,7.9559228650137745,2.0911989921757006,1.446097850138676,18.176368407213968
FLK,2016,HRRF / PROT = 0,HRRF,0,14.422581356659204,TURF ALGAE,11,25.663911845730027,5.975214200608641,2.4444251268158412,9.524756558975422
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,CCA,4,2.25,1.7291666666666667,1.3149778198382918,58.44345865947963
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,HARD CORALS,4,14.75,111.22916666666667,10.546523913909581,71.50185704345479
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,MACROALGAE,4,22.5,115.75,10.758717395675006,47.81652175855559
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,OTHER,4,20.5,223.41666666666666,14.9471290442903,72.91282460629415
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,RAMICRUSTA SPP.,4,0,2.5e-9,5e-5,NA
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,SOFT CORALS,4,0.75,0.5625,0.75,100
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,SPONGES,4,2,0.6666666666666666,0.816496580927726,40.8248290463863
FLK,2016,INPR / PROT = 0,INPR,0,3.2765998951487996,TURF ALGAE,4,37.25,187.5625,13.695345924802337,36.76602932832842
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,CCA,16,2.625,0.765625,0.875,33.33333333333333
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,HARD CORALS,16,16.58445945945946,10.629655922814704,3.2603153103365177,19.658857850063338
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,MACROALGAE,16,13.39695945945946,12.129874109751643,3.4827968803465477,25.996920352605674
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,OTHER,16,23.375000000000004,16.548958333333346,4.068041092876687,17.403384354552667
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,RAMICRUSTA SPP.,16,0,6.25e-10,2.5e-5,NA
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,SOFT CORALS,16,6.9375,2.17890625,1.47611186906684,21.27728820276526
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,SPONGES,16,11.903716216216216,5.763775071524226,2.4007863444138935,20.168376839691003
FLK,2016,MCPR / PROT = 0,MCPR,0,6.515099791516807,TURF ALGAE,16,25.177364864864867,8.801278115108353,2.9666948132742528,11.783182351280493
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,CCA,5,2.6,1.36,1.1661903789690602,44.85347611419462
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,HARD CORALS,5,9.2,28.24,5.314132102234569,57.762305459071406
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,MACROALGAE,5,15.8,85.84,9.264987857520376,58.63916365519225
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,OTHER,5,15.8,68.44,8.272847151978574,52.35979210113021
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,RAMICRUSTA SPP.,5,0,2e-9,4.4721359549995795e-5,NA
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,SOFT CORALS,5,7.8,7.539999999999999,2.745906043549196,35.203923635246106
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,SPONGES,5,7.2,3.7400000000000007,1.9339079605813718,26.859832785852383
FLK,2016,OFPR / PROT = 0,OFPR,0,7.528559759086086,TURF ALGAE,5,41.6,57.459999999999994,7.58023746329889,18.221724671391563
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,CCA,7,1.4285714285714286,0.7551020408163265,0.8689660757568884,60.82762530298219
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,HARD CORALS,7,4,1.4761904761904763,1.2149857925879117,30.374644814697792
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,MACROALGAE,7,23.57142857142857,43.945578231292515,6.629146116302802,28.12365019037553
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,OTHER,7,15.142857142857142,33.49659863945579,5.787624611138476,38.22016252638616
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,RAMICRUSTA SPP.,7,0,1.4285714285714286e-9,3.779644730092272e-5,NA
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,SOFT CORALS,7,6.428571428571429,2.897959183673469,1.7023393268304263,26.480833972917743
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,SPONGES,7,9.714285714285714,7.79591836734694,2.792117183670295,28.74238277307657
FLK,2018,FDLR / PROT = 0,FDLR,0,20.79171362037945,TURF ALGAE,7,39.714285714285715,43.129251700680264,6.56728647926069,16.536332861447782
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,CCA,18,0.7222222222222222,0.07062454611474218,0.26575279135832647,36.79654034192213
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,HARD CORALS,18,4.111111111111111,1.7443718228031955,1.3207466913845347,32.12627087151571
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,MACROALGAE,18,23,19.915032679738562,4.46262620883024,19.402722647088
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,OTHER,18,22.72222222222222,22.46931735657226,4.740181152294948,20.861432944085344
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,RAMICRUSTA SPP.,18,0,5.555555555555555e-10,2.3570226039551585e-5,NA
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,SOFT CORALS,18,4.277777777777778,1.4693173565722584,1.2121540152027952,28.336067887857553
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,SPONGES,18,4.555555555555555,0.7988380537400144,0.8937774072664929,19.619504061947406
FLK,2018,FMLR / PROT = 0,FMLR,0,11.717866291694946,TURF ALGAE,18,40.611111111111114,24.000907770515614,4.899072133630573,12.063378714822202
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,CCA,15,2.933333333333333,3.0996825396825396,1.760591531185624,60.02016583587355
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,HARD CORALS,15,2.2,0.8114285714285713,0.9007933011676825,40.945150053076475
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,MACROALGAE,15,21.6,18.98857142857143,4.3575877992957786,20.17401758933231
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,OTHER,15,17.06666666666667,15.566349206349207,3.9454212964332727,23.117702908788704
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,RAMICRUSTA SPP.,15,0,6.666666666666666e-10,2.581988897471611e-5,NA
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,SOFT CORALS,15,2.8666666666666663,0.9415873015873014,0.9703542144945326,33.84956562190231
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,SPONGES,15,2.2,0.4590476190476191,0.6775305299745681,30.796842271571272
FLK,2018,FSLR / PROT = 0,FSLR,0,3.708399881331204,TURF ALGAE,15,51.13333333333333,40.284444444444446,6.3470027922196826,12.412652136022848
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,CCA,13,4.769230769230769,1.5019723865877705,1.2255498303160792,25.697012571143595
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,HARD CORALS,13,8.76923076923077,7.925049309664695,2.8151464099873555,32.10254678055756
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,MACROALGAE,13,29,27.87179487179487,5.279374477321614,18.204739576971082
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,OTHER,13,16.846153846153847,18.35700197238658,4.284507202979892,25.433147780245935
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,RAMICRUSTA SPP.,13,0,7.692307692307692e-10,2.7735009811261458e-5,NA
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,SOFT CORALS,13,4.384615384615385,0.942800788954635,0.9709792937826404,22.14514178802513
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,SPONGES,13,6.384615384615385,1.6863905325443784,1.298611001241087,20.33969038088449
FLK,2018,HRRF / PROT = 0,HRRF,0,18.768645553249495,TURF ALGAE,13,29.846153846153847,27.177514792899412,5.213205807648439,17.46692667511075
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,CCA,6,0.16666666666666669,0.027777777777777776,0.16666666666666666,99.99999999999999
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,HARD CORALS,6,4.5,10.183333333333334,3.191133549905634,70.91407888679187
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,MACROALGAE,6,53.666666666666664,193.51111111111115,13.91082711815193,25.920795872332793
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,OTHER,6,13.666666666666668,52.04444444444443,7.214183560490018,52.786708979195254
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,RAMICRUSTA SPP.,6,0,1.6666666666666667e-9,4.0824829046386304e-5,NA
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,SOFT CORALS,6,4,2.8666666666666667,1.6931233465600393,42.328083664000985
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,SPONGES,6,6.333333333333333,2.3777777777777778,1.5420044674960502,24.34743896046395
FLK,2018,INPR / PROT = 0,INPR,0,3.733799880518404,TURF ALGAE,6,17.666666666666664,155.9111111111111,12.486437086339365,70.67794577173227
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,CCA,23,1.347826086956522,0.14074583261728818,0.37516107556260175,27.834531412709158
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,HARD CORALS,23,11.304347826086957,3.262588073552157,1.8062635670223095,15.978485400581969
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,MACROALGAE,23,16.52173913043478,8.232686028527239,2.8692657647083233,17.36660857586617
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,OTHER,23,23.086956521739133,16.841553531534625,4.103846187606771,17.775604955735542
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,RAMICRUSTA SPP.,23,0,4.347826086956522e-10,2.0851441405707478e-5,NA
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,SOFT CORALS,23,13.217391304347824,5.070974394225813,2.251882411278576,17.03726824322607
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,SPONGES,23,7.304347826086956,1.4365011170304178,1.1985412454439845,16.40860038405455
FLK,2018,MCPR / PROT = 0,MCPR,0,5.731565033981223,TURF ALGAE,23,27.217391304347824,10.367417081972848,3.2198473693597416,11.830110143015025
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,CCA,8,0.75,0.38392857142857145,0.6196196990320526,82.61595987094034
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,HARD CORALS,8,3.25,1.9196428571428572,1.3855117672336303,42.63113129949632
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,MACROALGAE,8,20.375,22.676339285714285,4.761968005532406,23.371622113042484
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,OTHER,8,28.75,30.026785714285715,5.4796702194827125,19.059722502548563
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,RAMICRUSTA SPP.,8,0,1.25e-9,3.535533905932738e-5,NA
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,SOFT CORALS,8,5.25,2.0982142857142856,1.4485214136195177,27.590884068943193
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,SPONGES,8,5,1.6785714285714286,1.2955969390869324,25.911938781738648
FLK,2018,OFPR / PROT = 0,OFPR,0,6.648449787249607,TURF ALGAE,8,36.625,36.176339285714285,6.014676989308261,16.42232625067102
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,CCA,1,0,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,HARD CORALS,1,0,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,MACROALGAE,1,38,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,OTHER,1,33,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,RAMICRUSTA SPP.,1,0,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,SOFT CORALS,1,1,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,SPONGES,1,1,NA,NA,NA
FLK,2020,CS01 / PROT = 0,CS01,0,3.9623998732032,TURF ALGAE,1,27,NA,NA,NA
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,CCA,3,0.33333333333333337,0.11111111111111112,0.33333333333333337,100
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,HARD CORALS,3,8,7,2.6457513110645907,33.071891388307385
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,MACROALGAE,3,10.666666666666668,93.77777777777777,9.683892697555967,90.78649403958718
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,OTHER,3,23.666666666666668,213.7777777777778,14.62114146630754,61.77947098439805
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,RAMICRUSTA SPP.,3,0,3.3333333333333334e-9,5.773502691896258e-5,NA
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,SOFT CORALS,3,7.333333333333333,16.77777777777778,4.096068575814836,55.855480579293214
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,SPONGES,3,12.666666666666666,6.777777777777779,2.6034165586355518,20.55328862080699
FLK,2020,CS03 / PROT = 0,CS03,0,5.638799819558407,TURF ALGAE,3,37.333333333333336,183.1111111111111,13.531855420122959,36.246041303900775
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,CCA,1,0,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,HARD CORALS,1,0,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,MACROALGAE,1,18,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,OTHER,1,48,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,RAMICRUSTA SPP.,1,0,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,SOFT CORALS,1,0,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,SPONGES,1,0,NA,NA,NA
FLK,2020,CS11 / PROT = 0,CS11,0,8.68679972202241,TURF ALGAE,1,34,NA,NA,NA
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,CCA,2,1.5,2.25,1.5,100
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,HARD CORALS,2,1.5,0.25,0.5,33.33333333333333
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,MACROALGAE,2,30.5,42.25,6.5,21.311475409836063
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,OTHER,2,18.5,42.25,6.5,35.13513513513514
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,RAMICRUSTA SPP.,2,0,5e-9,7.071067811865475e-5,NA
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,SOFT CORALS,2,6,4,2,33.33333333333333
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,SPONGES,2,8.5,42.25,6.5,76.47058823529412
FLK,2020,CS12 / PROT = 0,CS12,0,10.515599663500803,TURF ALGAE,2,33.5,30.25,5.5,16.417910447761194
FLK,2020,CS14 / PROT = 0,CS14,0,11.5823996293632,CCA,1,2,NA,NA,NA
FLK,2020,CS14 / PROT = 0,CS14,0,11.5823996293632,HARD CORALS,1,1,NA,NA,NA
